id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued,ndc,availability_status
95,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,"Amphetamine Mixed Salts Tablets C-II 10 mg, 100 (NDC 13107-0070-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,13107-0070-01,limited availability
96,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,"Amphetamine Mixed Salts Tablets C-II 15 mg, 100 (NDC 13107-0072-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,13107-0072-01,limited availability
97,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,"Amphetamine Mixed Salts Tablets C-II 20 mg, 100 (NDC 13107-0073-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,13107-0073-01,limited availability
98,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,"Amphetamine Mixed Salts Tablets C-II 30 mg, 100 (NDC 13107-0074-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,13107-0074-01,limited availability
99,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,12.5  mg 100 count (NDC 0555-0776-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0776-02,available
100,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,15  mg 100 count (NDC 0555-0777-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0777-02,available
101,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,7.5  mg 100 count (NDC 0555-0775-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0775-02,available
102,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,10  mg 100 count (NDC 0555-0972-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0972-02,available
103,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,20 mg 100 count (NDC 0555-0973-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0973-02,available
104,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,30 mg 100 count (NDC 0555-0974-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0974-02,available
105,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,5 mg 100 count (NDC 0555-0971-02),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,,0555-0971-02,available
106,Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,1 MG 100 Capsules (NDC 0172-5240-60),Reverified,12/16/19,Allocating inventory,Rolling backorders into December 2019; Expected recovery March 2020,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,0172-5240-60,limited availability
107,Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,0.5 MG 100 Capsules (NDC 0172-5241-60),Reverified,12/16/19,Allocating inventory,Rolling backorders into December 2019; Expected recovery March 2020,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,0172-5241-60,limited availability
108,Anagrelide Hydrochloride Capsules,Shire US Inc. now part of Takeda,"AGRYLIN 0.5 mg Capsule,100 capsules in 1 bottle (NDC 54092-063-01)",Reverified,12/2/19,Available,Takeda is actively working to mitigate a recent unexpected increase in demand for the product.,,Demand increase for the drug,Hematology,Current,,,54092-063-01,available
109,Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,0.5 mg per capsule Bottles of 100 (NDC 13668-453-01),Revised,12/13/19,Estimated availability: January 2020,,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,13668-453-01,not available
110,Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,"1 mg per capsule, Bottles of 100 (NDC 13668-462-01)",Revised,12/13/19,Available and shipping,,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,13668-462-01,available
111,Aprepitant (Emend) Capsules,Merck Sharp & Dohme Corp.,40-mg capsules unit-of-use package of 1 (NDC 0006-0464-10),New,12/3/18,,,,,Gastroenterology,To be Discontinued,12/3/18,12/3/18,0006-0464-10,discontinued
112,Aprepitant (Emend) Capsules,Merck Sharp & Dohme Corp.,40-mg capsules unit-of-use package of 5 (NDC 0006-0464-05),New,12/3/18,,,,,Gastroenterology,To be Discontinued,12/3/18,12/3/18,0006-0464-05,discontinued
113,Asparaginase Erwinia Chrysanthemi (Erwinaze),"Jazz Pharmaceuticals, Inc.","ERWINAZE 10,000 IU lyophilized powder supplied in a clear 3 mL glass vial 5 vial carton (NDC 57902-249-05)",Revised,12/9/19,Available.  For further information and to sign up for supply alerts by Jazz Pharmaceuticals please visit Erwinazesupply.com https://erwinazesupply.com/,,,Other,Hematology;Oncology;Pediatric,Current,,,57902-249-05,available
114,Asparaginase Erwinia Chrysanthemi (Erwinaze),"Jazz Pharmaceuticals, Inc.","ERWINAZE 10,000 IU lyophilized powder supplied in a clear 3 mL glass vial 1 vial (NDC 57902-249-01)",Revised,12/9/19,Available.  For further information and to sign up for supply alerts by Jazz Pharmaceuticals please visit Erwinazesupply.com https://erwinazesupply.com/,,,Other,Hematology;Oncology;Pediatric,Current,,,57902-249-01,available
115,"Atracurium Besylate Injection, USP",Mylan Institutional,"10 mg/mL, 10 mL, 10PK (NDC 67457-698-10)",New,9/24/19,,,,,Anesthesia,To be Discontinued,9/24/19,9/24/19,67457-698-10,discontinued
116,"Atracurium Besylate Injection, USP",Mylan Institutional,"10 mg/mL, 5 mL, 10 PK (NDC 67457-699-05)",New,9/24/19,,,,,Anesthesia,To be Discontinued,9/24/19,9/24/19,67457-699-05,discontinued
117,Atropine Sulfate Injection,"Fresenius Kabi USA, LLC",8 mg per 20 mL (0.4 mg per mL); MDV; (NDC 63323-580-20),Reverified,12/20/19,Available,Check wholesaler inventory,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,63323-580-20,available
118,Atropine Sulfate Injection,"Amphastar Pharmaceuticals, Inc./IMS","0.1 mg/mL; 10 mL Luer-Jet Prefilled Syringe (NDC 76329-3339-1, Old NDC 0548-3339-00)",Reverified,12/16/19,Available,,,,Anesthesia;Neurology;Pediatric,Current,,,76329-3339-1,available
119,Atropine Sulfate Injection,"Hospira, Inc.","1 mg/10 mL (0.1 mg/mL); Ansyr Plastic Syringe
(NDC 0409-1630-10)",Revised,12/20/19,Next Delivery: March 2020; Estimated Recovery: December 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-1630-10,not available
120,Atropine Sulfate Injection,"Hospira, Inc.","0.25 mg/5 mL (0.05 mg/mL); Ansyr Plastic Syringe
(NDC 0409-9630-05)",Revised,12/20/19,Next Delivery: March 2020; Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-9630-05,not available
121,Atropine Sulfate Injection,"Hospira, Inc.",0.5 mg/5 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4910-34),Revised,12/20/19,Next Delivery: January 2020; Estimated Recovery: April 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-4910-34,not available
122,Atropine Sulfate Injection,"Hospira, Inc.",1 mg/10 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4911-34),Revised,12/20/19,Next Delivery: January 2020; Estimated Recovery: December 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-4911-34,not available
123,Atropine Sulfate Injection,American Regent/Luitpold,"0.4 mg/mL, 1 mL single-dose vial, package of 25
(NDC 00517-0401-25)",Reverified,11/27/19,Limited Availability,"American Regent is currently releasing the 0.4mg/mL, 1 mL vial, NDC 00517-0401-25",,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,00517-0401-25,limited availability
124,Atropine Sulfate Injection,American Regent/Luitpold,"1 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-1010-25)",Reverified,11/27/19,Limited Availability,"American Regent is currently releasing the 1mg/mL, 1 mL vial, (NDC 00517-1010-25)",,Other,Anesthesia;Neurology;Pediatric,Current,,,00517-1010-25,limited availability
125,Atropine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","0.4 mg/mL, 20 mL vial (NDC 0641-6006-10)",Revised,12/13/19,"January 2020, has inventory",,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,0641-6006-10,available
126,Atropine Sulfate Ophthalmic Ointment,Bausch Health,"1% (10 mg/g), 3.5 g tube (NDC 24208-825-55)",Revised,12/13/19,Availability limited to product already in pharmacies until resumption of manufacturing in January 2020 and distribution in February 2020,Currently qualifying alternate supplier of inactive ingredient,,Shortage of an inactive ingredient,Ophthalmology,Current,,,24208-825-55,limited availability
127,Avelox® (moxifloxacin HCl) Tablets,Bayer,Bottles of 30 Tablets (NDC 50419-530-01),New,2/1/19,,Business decision to discontinue marketing in the US.,,,Anti-Infective,To be Discontinued,2/1/19,2/1/19,50419-530-01,discontinued
128,Azacitidine Injection,Teva Pharmaceuticals,100 mg/1 unit (NDC 0591-2897-49),New,10/30/19,,The product has not been marketed for an extended period of time. Teva made a business decision to discontinue this product.,,,Oncology,To be Discontinued,10/30/19,10/30/19,0591-2897-49,discontinued
129,Azithromycin (Azasite) Ophthalmic Solution 1%,Akorn Pharmaceuticals,Azasite (Azithromycin Ophthalmic Solution) 1% 2.5 mL in 5 mL bottle (NDC 17478-307-03),Revised,9/11/19,,,,,Ophthalmology,Resolved,9/11/19,,17478-307-03,
130,Bacitracin Ophthalmic Ointment,Perrigo Pharmaceuticals,Bacitracin Ophthalmic Ointment 3.5 g (NDC 0574-4022-35),Reverified,12/10/19,On backorder. Expected release early January 2020,,,Requirements related to complying with good manufacturing practices,Ophthalmology,Current,,,0574-4022-35,not available
131,Belatacept (Nulojix) Lyophilized Powder for Injection,Bristol Myers Squibb Co.,20cc vial 250mg lyophilized powder per vial for IV infusion (NDC 0003-0371-13),Reverified,12/16/19,"No disruption to existing patients is anticipated. Until further notice, BMS will continue to limit distribution of NULOJIX via the US NULOJIX Distribution Program, initiated 15-Feb-2017. Starting in August 2018, the restrictions of the NDP will be eased to allow for expansion of use to appropriate new patients if the treating physician determines that Nulojix is the best treatment option for the patient.  For further information, contact BMS Medical Information.",Increased demand for the drug exacerbated by a delay in transition to a more efficient manufacturing process.,,Demand increase for the drug,Transplant,Current,,,0003-0371-13,limited availability
132,Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 69202-780-08),New,9/18/19,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,9/18/19,9/18/19,69202-780-08,discontinued
133,Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 69202-780-88),New,9/18/19,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,9/18/19,9/18/19,69202-780-88,discontinued
134,Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 23594-780-08),New,9/18/19,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,9/18/19,9/18/19,23594-780-08,discontinued
135,Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 23594-780-88),New,9/18/19,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,9/18/19,9/18/19,23594-780-88,discontinued
136,Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,"5 mg, 30 count bottle (NDC 29300-126-13)",Revised,6/14/19,,,Available,,Cardiovascular,Resolved,6/14/19,,29300-126-13,
137,Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,"5 mg, 100 count bottle (NDC 29300-126-01)",Revised,6/14/19,,,Available,,Cardiovascular,Resolved,6/14/19,,29300-126-01,
138,Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,"10 mg, 30 count bottle (NDC 29300-127-13)",Revised,6/14/19,,,Available,,Cardiovascular,Resolved,6/14/19,,29300-127-13,
139,Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,"10 mg, 100 count bottle (NDC 29300-127-01)",Revised,6/14/19,,,Available,,Cardiovascular,Resolved,6/14/19,,29300-127-01,
140,Bosentan Tablets,"Janssen Research and Development, LLC",62.5 mg tablets (NDC 10148-625-60),New,10/15/19,,,,,Cardiovascular,To be Discontinued,10/15/19,10/15/19,10148-625-60,discontinued
141,Bosentan Tablets,"Janssen Research and Development, LLC",125 mg tablets (NDC 10148-125-60),New,10/15/19,,,,,Cardiovascular,To be Discontinued,10/15/19,10/15/19,10148-125-60,discontinued
142,Budesonide Capsules,Teva Pharmaceuticals,3 mg capsules (NDC 0093-7445-01),New,12/23/19,,,,,Gastroenterology,To be Discontinued,12/23/19,12/23/19,0093-7445-01,discontinued
143,"Bumetanide Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","0.25 mg/mL, 4 mL vial (NDC 0641-6008-10)",Revised,12/13/19,"Temporary back-order, additional lots available end of December/January 2020",,,Demand increase for the drug,Cardiovascular,Current,,,0641-6008-10,limited availability
144,"Bumetanide Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","0.25 mg/mL, 10 mL vial (NDC 0641-6007-10)",Revised,12/13/19,Inventory is currently available.,Additional lots are scheduled to be manufactured in the October - November 2019 timeframe. Product will be made available as it is released.,,Demand increase for the drug,Cardiovascular,Current,,,0641-6007-10,available
145,"Bumetanide Injection, USP","Hospira, Inc.",1 mg/4 mL (0.25 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1412-04),Reverified,12/20/19,Next Delivery: December 2019; Estimated Recovery: January 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Cardiovascular,Current,,,00409-1412-04,not available
146,"Bumetanide Injection, USP","Hospira, Inc.",2.5 mg/10 mL (0.25 mg/mL); Multiple Dose Glass Fliptop Vial (NDC 00409-1412-10),Reverified,12/20/19,Next Delivery: December 2019; Estimated Recovery: November 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Cardiovascular,Current,,,00409-1412-10,not available
147,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine w/EPI 0.25% (125 mg per 50 mL) (2.5 mg per mL) MDV (NDC 63323-461-57),Revised,12/20/19,Backordered. Next release January 2020.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-461-57,not available
148,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine w/EPI 0.5% (250 mg per 50 mL) (5 mg per mL) MDV (NDC 63323-463-57),Revised,12/20/19,Backordered. Next release January 2020.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-463-57,not available
149,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine MPF w/EPI 0.25% (25 mg per 10 mL) (2.5 mg per mL) SDV (NDC 63323-468-17),Revised,12/20/19,Backordered. Next release January 2020.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-468-17,not available
150,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine MPF w/EPI .25% (75 mg per 30 mL) (2.5 mg per mL) SDV (NDC 63323-468-37),Revised,12/20/19,Backordered. Next release January 2020.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-468-37,not available
151,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine MPF w/EPI 0.5% (50 mg per 10 mL) (5 mg per mL) SDV (NDC 63323-462-17),Revised,12/20/19,Backordered. Next release January 2020.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-462-17,not available
152,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine MPF w/EPI 0.5% (150 mg per 30 mL) (5 mg per mL) SDV (NDC 63323-462-37),Revised,12/20/19,Backordered. Next release January 2020.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-462-37,not available
153,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC","Sensorcaine MPF w/EPI 0.5% (150 mg per 30 mL) (5 mg per mL) Sterile-Pak, SDV (NDC 63323-462-31)",Revised,12/20/19,Backordered.  Next release date not available at this time.,,,Demand increase for the drug,Anesthesia,Current,,,63323-462-31,not available
154,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",Sensorcaine MPF w/EPI 0.75% (225 mg per 30 mL) (7.5 mg per mL)  SDV  (NDC 63323-460-37),Revised,12/20/19,Available,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,63323-460-37,available
155,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Hospira, Inc.",25 mg/10 mL (2.5 mg/mL); Single Dose Glass Teartop Vial (NDC 00409-9042-01),Reverified,12/20/19,Next Delivery: February 2020; Estimated Recovery: August 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia,Current,,,00409-9042-01,not available
156,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Hospira, Inc.",75 mg/30 mL (2.5 mg/mL); Single Dose Glass Teartop Vial (NDC 00409-9042-17),Reverified,12/20/19,Next Delivery: March 2020; Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia,Current,,,00409-9042-17,not available
157,"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Hospira, Inc.",125 mg/50 mL (2.5 mg/mL); Multiple Dose Glass Fliptop Vial (NDC 00409-9043-01),Reverified,12/20/19,Next Delivery and Estimated Recovery: May 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia,Current,,,00409-9043-01,not available
