Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Didanosine Delayed-Release Capsules USP,Teva Pharmaceuticals,800-545-8800,"Didanosine Delayed-Release Capsules, USP, 400 mg, 30 count bottles (NDC 0555-0590-01)",New,5/9/2018,"
",This was a business-related decision to discontinue manufacturing these products,"
","
",Antiviral,To be Discontinued,5/9/2018,5/9/2018,5/9/2018,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Cpasules, 125 mg (NDC 0087-6671-17)",New,2/24/2020,"
","This discontinnuation is due to a marketing decision. Discontinuation date: March 31, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Capsules, 200 mg (NDC 0087-6672-17)",New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: February 14, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Capsules, 250 mg (NDC 0087-6673-17)",New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: March 31, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Capsules, 400 mg (NDC 0087-6674-17)",New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: November 20, 2019","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,VIDEX PED PWD 2 g (1 bottle) 4 oz (NDC 0087-6632-41),New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: March 31, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,VIDEX PED PWD 4 g (1 bottle) 8 oz (NDC 0087-6633-41),New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: May 31, 2019","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Difluprednate (Durezol) Ophthalmic Emulsion,Novartis,888-669-6682,0.05% 5mL in 8mL bottle (NDC 0065-9204-07),Revised,10/15/2019,"
","
","
","
",Ophthalmology,Resolved,10/15/2019,"
",9/12/2019,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Athenex Pharmaceutical Division, LLC (Athenex)",855-273-0154,25 mg/5mL vial (NDC 70860-301-05),Reverified,12/30/2020,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Athenex Pharmaceutical Division, LLC (Athenex)",855-273-0154,50 mg/10mL vial (NDC 70860-301-10),Reverified,12/30/2020,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Athenex Pharmaceutical Division, LLC (Athenex)",855-273-0154,125 mg/25mL vial (NDC 70860-301-25),Reverified,12/30/2020,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"5 mg/mL, 5 mL vial  (NDC 0641-6013-10)",Reverified,12/29/2020,Inventory is currently available.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/1/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"5 mg/mL, 10 mL vial (NDC 0641-6014-10)",Reverified,12/29/2020,Product is currently on allocation.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/1/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"5 mg/mL, 30 mL vial (NDC 0641-6015-10)",Reverified,12/29/2020,This presentation is temporarily on backorder,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/1/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Hospira, Inc.",844-646-4398,100 mg; Single Dose ADD-Vantage Vial (NDC 00409-4350-03),Revised,1/12/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Hospira, Inc.",844-646-4398,25 mg/5 mL (5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1171-01),Revised,1/12/2021,Next Delivery and Estimated Recovery: February 2023,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,"Hospira, Inc.",844-646-4398,50 mg/10 mL (5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1171-02),Revised,1/12/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 10 mL, 10 vials (NDC 17478-0937-10)",Revised,12/8/2020,On backorder. Expected release - 12/29/2020,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 25 mg / 5 mL, 10 mL, 10 vials (NDC 17478-0817-10)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,2/7/2020,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 5 mg / mL, 25 mL, 1 vial (NDC 17478-0817-25)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,2/7/2020,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 5 mg / mL, 25 mL, 10 vials (NDC 17478-0817-26)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,2/7/2020,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 25 mL, 1 vial (NDC 17478-0937-25)",Revised,12/8/2020,On backorder. Expected release - 12/11/2020,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 25 mL, 10 vials (NDC 17478-0937-26)",Revised,12/8/2020,Discontinued,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 5 mL, 10 vials (NDC 17478-0937-05)",Revised,12/8/2020,On backorder. Expected release - 12/18/2020,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 0.5 mg / mL, 30 gram, 10 vials (NDC 17478-0817-05)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,"
",2/21/2018,"
","
","
","
","
","
","
"
Dimercaprol (Bal in Oil) Injection USP,Akorn Pharmaceuticals,800-932-5676,"3 mL (100 mg/mL) ampules, box of 10 (NDC 17478-526-03)",Revised,1/15/2021,Product is currently available.,Estimated recovery 1Q2021,"
",Other,Hematology;Other,Current,"
","
",5/11/2020,"
","
","
","
",https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,"
","
"
"Diphenhydramine Hydrochloride Injection, USP",Pfizer Pharmaceuticals,800-533-4535,50 mg/mL Carpuject™ Luer Lock Glass Syringe (NDC 00409-2290-31),New,12/28/2020,"
",Discontinuation of the manufacture of the drug,"
","
",Pulmonary/Allergy,To be Discontinued,12/28/2020,12/28/2020,12/28/2020,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Hospira, Inc.",844-646-4398,50 mg/mL Carpuject™ Luer Lock Glass Syringe (NDC 00409-2290-31),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Pediatric;Pulmonary/Allergy,Current,"
","
",10/4/2018,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"50 mg/mL, 1 mL vial (NDC 0641-0376-25)",Reverified,12/29/2020,Inventory is currently available,Additional lots will be scheduled for manufacturing Product will be made available as it is released.,"
",Demand increase for the drug,Pediatric;Pulmonary/Allergy,Current,"
","
",9/14/2018,"
","
","
","
","
","
","
"
Diphenhydramine Injection,Mylan Institutional,800-796-9526,500 mg / 10mL(NDC 67457-124-10),Reverified,1/8/2021,Available,"
","
",Demand increase for the drug,Pediatric;Pulmonary/Allergy,Current,"
","
",9/14/2018,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Fresenius Kabi USA, LLC",888-386-1300,"50 mg per vial, Single dose, Amber vial (NDC 63323-664-01)",Reverified,12/30/2020,Available,Check wholesalers for inventory,"
",Demand increase for the drug,Pediatric;Pulmonary/Allergy,Current,"
","
",9/14/2018,"
","
","
","
","
","
","
"
Disulfiram Tablets,Teva Pharmaceuticals,800-545-8800,"250 mg, 100 count (NDC 0093-5035-01)",New,11/20/2020,"
",Teva made a business decision to discontinue the product.,"
","
",Analgesia/Addiction,To be Discontinued,11/20/2020,11/20/2020,11/20/2020,"
","
","
","
","
","
","
"
Disulfiram Tablets,Teva Pharmaceuticals,800-545-8800,"500 mg, 100 count (NDC 0093-5036-01)",New,11/20/2020,"
",Teva made a business decision to discontinue the product.,"
","
",Analgesia/Addiction,To be Discontinued,11/20/2020,11/20/2020,11/20/2020,"
","
","
","
","
","
","
"
Disulfiram Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"250 mg, 100s (NDC 0378-4140-01)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Disulfiram Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"500 mg, 100s (NDC 0378-4141-01)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/250 mL (1 mg/mL); Flexible Container (NDC 00409-2346-32),Reverified,1/12/2021,Next Delivery: January 2021; Estimated Recovery: June 2021,Check Wholesaler for Availablility Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,500 mg/250 mL (2 mg/mL); Flexible Container (NDC 00409-2347-32),Reverified,1/12/2021,Next Delivery: February 2021; Estimated Recovery: October 2021,Check Wholesaler for Availablility Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,1000 mg/250 mL (4 mg/mL); Flexible Container (NDC 00409-3724-32),Reverified,1/12/2021,Next Delivery and Estimated Recovery: March 2021,Check Wholesaler for Availablility Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/20 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2025-20),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,500 mg/40 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2025-54),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/20 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2344-01),Reverified,1/12/2021,Limited Supply Available. Next Delivery and Estimated Recovery: January 2021,"
","
",Demand increase for the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/20 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2344-02),Reverified,1/12/2021,Limited Supply Available.  Next Delivery and Estimated Recovery: February 2023,"
","
",Demand increase for the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"250 mg/250 mL (NDC 0338-1073-02) Product code 2B0791, 500 mg/250 mL (NDC 0338-1075-02) Product code 2B0792, 1000 mg/250 mL (NDC 0338-1077-02) Product code 2B0793",Reverified,12/22/2020,Available,"
","
","
",Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,Pfizer Pharmaceuticals,800-533-4535,500 mg/40 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2025-54),New,4/3/2020,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular;Pediatric;Renal,To be Discontinued,4/3/2020,4/3/2020,11/6/2017,"
","
","
","
","
","
","
"
Docetaxel Injection,Teva Pharmaceuticals,800-545-8800,20 mg/mL  (NDC 45963-790-56),New,3/31/2020,"
","
","
","
",Oncology,To be Discontinued,3/31/2020,3/31/2020,3/31/2020,"
","
","
","
","
","
","
"
Donepezil Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,23mg tablets (NDCs 0228-4529-03 and 0228-4529-09),New,2/13/2020,"
","
","
","
",Neurology,To be Discontinued,2/13/2020,2/13/2020,2/13/2020,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"800 mcg/mL (250 mL bag) Product code 2B0832 (NDC 0338-1005-02), 800 mcg/mL (500 mL bag)  Product code 2B0833 (NDC 0338-1005-03), 1600 mcg/mL (250 mL bag) Product code 2B0842 (NDC 0338-1007-02), 1600 mcg/mL (500 mL bag) Product code 2B0843 (NDC 0338-1007-03), 3200 mcg/mL (250 mL bag) Product code 2B0846 (NDC 0338-1009-02)",Reverified,12/22/2020,Available,"
","
","
",Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,"400 mg/250 mL (1,600 mcg/mL); Flexible Container (NDC 00409-7809-22)",Reverified,1/12/2021,Next Delivery: January 2021; Estimated Recovery: September 2021,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,"800 mg/500 mL (1,600 mcg/mL); Flexible Container (NDC 00409-7809-24)",Reverified,1/12/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,"800 mg/250 mL (3,200 mcg/mL); Flexible Container (NDC 00409-7810-22)",Reverified,1/12/2021,Limited Supply Available. Next Delivery: March 2021; Estimated Recovery: September 2021,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,200 mg/5 mL (40 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-5820-01),Reverified,1/12/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,400 mg/10 mL (40 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9104-20),Reverified,1/12/2021,Limited Supply Available.  Next Delivery: January 2021; Estimated Recovery: May 2021,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"40 mg/mL, 5 mL vial (NDC 0143-9252-25)",New,12/3/2020,This presentation is currently available.,Additional lots are scheduled for manufacturing.   Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"40 mg/mL, 10 mL vial (NDC 0143-9254-25)",New,12/3/2020,This presentation is currently available.,Additional lots are scheduled for manufacturing.   Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cosopt® dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 17478-605-10)",Revised,12/8/2020,On backorder. Expected release - 12/11/2020,"
","
","
",Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 50383-233-10)",Revised,12/8/2020,Available,"Manufacturer interruption production issues.  Marketed by Hi-Tech Pharmacal Co., Inc. To order, contact Akorn Customer Service (1-800-932-5676)","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cosopt-PF® dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 0.2 mL single use, 60 count (NDC 17478-604-30)",Revised,12/8/2020,Available,"Marketed by Akorn, Inc. To order, contact Akorn Customer Service (1-800-932-5676)","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Sandoz,800-525-8747,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 61314-030-02)",Reverified,1/5/2021,Supply Available,"Labeled under Sandoz Inc. To order, contact Sandoz Inc. at 1-800-525-8747","
",Demand increase for the product,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Bausch Health,800-321-4576,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 24208-486-10)",Reverified,1/7/2021,Available,"Marketed by Bausch & Lomb Inc. To order, contact Bausch & Lomb, a division of Valeant Pharmaceuticals North America at pharcs@valeant.com","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 0591-2482-79)",Reverified,1/5/2021,Unavailable,This was a business-related decision to discontinue manufacturing these products.,"
",Discontinuation of the manufacture of the drug,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dorzolamide+Hydrochloride+and+Timolol+Maleate+%28Cosopt%29+Ophthalmic+Solution&st=d&tab=tabs-2,"
","
"
