id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
13506,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-01)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13507,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-01)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13508,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-01)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13509,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-01)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13510,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-01)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13511,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-01)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13512,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-46)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13513,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-55)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13514,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-58)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13515,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-46)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13516,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-52)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13517,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-57)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13518,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-46)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13519,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-52)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13520,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-57)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13521,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-46)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13522,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-55)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13523,"Amoxicillin Powder, For Suspension",Sandoz Inc.,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-58)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13524,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-73)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13525,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-80)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13526,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.","Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-79)",Revised,5/2/25,,,Available,,Anti-Infective; Pediatric,Resolved,5/2/25,
13527,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 0406-8884-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13528,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 0406-8885-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13529,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0406-8891-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13530,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0406-8892-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13531,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0406-8893-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13532,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0406-8894-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13533,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 42806-344-01)",Reverified,9/2/25,Limited Availability,Limited availability until end of September 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13534,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 42806-341-01)",Reverified,9/2/25,Limited Availability,Limited availability until end of September 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13535,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 42806-343-01)",Reverified,9/2/25,Limited Availability,Limited availability until end of September 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13536,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 42806-345-01)",Reverified,9/2/25,Limited Availability,Limited availability until end of September 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13537,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 42806-339-01)",Reverified,9/2/25,Limited Availability,Limited availability until end of September 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13538,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 47781-174-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13539,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 47781-176-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13540,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 47781-178-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13541,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 47781-179-01)",Reverified,9/2/25,Unavailable,Supporting contracted business only; Resupply Q3 2025,,Other,Psychiatry,Current,,
13542,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 47781-180-01)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13543,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 11534-190-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13544,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 11534-192-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13545,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 11534-191-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13546,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 11534-193-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13547,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 11534-194-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13548,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 11534-195-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13549,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 11534-196-01)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
13550,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0527-0760-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13551,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 0527-0761-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13552,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0527-1502-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13553,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 0527-0763-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13554,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 0527-0764-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13555,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0527-1505-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13556,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0527-0766-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
13557,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 72516-016-01)",Reverified,8/19/25,Available,,,,Psychiatry,Current,,
13558,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 72516-014-01)",Revised,8/19/25,Limited Availability,Allocating to customers,,Other,Psychiatry,Current,,
13559,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 72516-013-01)",Revised,8/19/25,Unavailable,Estimated availability October 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13560,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 72516-012-01)",Revised,8/19/25,Limited Availability,Allocating to customers,,Other,Psychiatry,Current,,
13561,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 72516-011-01)",Revised,8/19/25,Limited Availability,Allocating to customers,,Other,Psychiatry,Current,,
13562,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 13107-068-01)",Reverified,6/25/25,Unavailable,Estimated availability December 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13563,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 13107-069-01)",Reverified,6/25/25,Unavailable,Estimated availability December 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13564,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 13107-070-01)",Reverified,6/25/25,Unavailable,Estimated availability December 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13565,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 13107-072-01)",Reverified,6/25/25,Unavailable,Estimated availability December 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13566,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 13107-073-01)",Reverified,6/25/25,Unavailable,Estimated availability December 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13567,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 13107-074-01)",Reverified,6/25/25,Unavailable,Estimated availability December 2025,,Shortage of an active ingredient,Psychiatry,Current,,
13568,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 70010-111-01)",Reverified,8/12/25,Available,,,,Psychiatry,Current,,
13569,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 70010-112-01)",Reverified,8/12/25,Available,,,,Psychiatry,Current,,
13570,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 70010-113-01)",Reverified,8/12/25,Available,,,,Psychiatry,Current,,
